Gender,Age,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Payment Method,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
Female,58,52,mising,No,mising,Yes,DSL,Yes,Yes,No,No,No,No,Yes,One Year,Credit Card,35.45,0.0,0,0.0,1958.95,Stayed,mising,mising
Male,31,71,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,90.35,0.0,0,1307.82,7633.07,Stayed,mising,mising
Female,78,72,mising,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,90.15,0.0,0,711.36,7427.81,Stayed,mising,mising
Male,36,72,mising,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,90.25,0.0,0,786.24,7155.69,Stayed,mising,mising
Female,27,40,Offer B,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,24.8,0.0,0,1337.6,2362.3,Stayed,mising,mising
Female,48,64,mising,No,mising,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,54.6,0.0,0,0.0,3423.5,Stayed,mising,mising
Female,41,26,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,20.25,0.0,0,635.44,1129.39,Stayed,mising,mising
Female,31,4,Offer E,No,mising,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,24.45,0.0,0,0.0,86.6,Churned,Competitor,Competitor made better offer
Male,47,52,Offer B,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,20.85,0.0,0,2052.96,3124.56,Stayed,mising,mising
Female,65,62,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Yes,One Year,Credit Card,97.95,0.0,0,707.42,6643.97,Stayed,mising,mising
Male,54,42,mising,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,73.15,0.0,0,621.6,3709.85,Stayed,mising,mising
Male,80,11,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Credit Card,79.15,0.0,140,295.24,1262.94,Stayed,mising,mising
Male,48,68,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,113.15,0.0,0,1609.56,9465.56,Churned,Price,Extra data charges
Female,19,41,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,94.3,0.0,0,65.6,3959.2,Stayed,mising,mising
Male,52,72,mising,No,mising,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,64.8,0.0,0,0.0,4719.75,Stayed,mising,mising
Male,64,1,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,80.85,0.0,0,14.91,95.76,Churned,Competitor,Competitor had better devices
Female,74,2,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,69.6,0.0,0,30.64,162.29,Churned,Price,Extra data charges
Female,78,2,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,85.55,0.0,0,10.98,198.43,Churned,Dissatisfaction,Network reliability
Female,49,49,mising,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,100.65,0.0,0,544.39,5462.14,Stayed,mising,mising
Male,69,36,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,90.85,0.0,0,839.88,4026.58,Churned,Competitor,Competitor made better offer
Female,35,56,Offer B,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Credit Card,105.6,0.0,0,1909.6,7978.25,Stayed,mising,mising
Male,58,72,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,104.8,0.0,0,2915.28,10385.38,Stayed,mising,mising
Male,79,71,mising,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,105.1,0.0,0,3170.86,10718.96,Churned,Attitude,Attitude of support person
Male,71,11,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Two Year,Bank Withdrawal,78.5,0.0,0,457.38,1331.58,Stayed,mising,mising
Female,73,11,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,104.05,0.0,0,189.75,1323.4,Churned,Competitor,Competitor offered more data
Male,51,51,mising,No,mising,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,59.3,0.0,0,0.0,3014.65,Churned,Other,Don't know
Female,32,29,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,87.8,0.0,0,974.98,3596.73,Stayed,mising,mising
Male,44,53,mising,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,One Year,Bank Withdrawal,97.75,0.0,0,1745.82,6789.02,Stayed,mising,mising
Male,44,4,mising,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,49.4,0.0,10,39.08,233.48,Churned,Other,Don't know
Male,35,46,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Mailed Check,20.1,0.0,0,685.86,1622.71,Stayed,mising,mising
Female,41,72,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,24.55,0.0,0,646.56,2397.26,Stayed,mising,mising
Female,20,63,Offer B,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,One Year,Credit Card,81.15,0.0,0,2174.13,7398.63,Stayed,mising,mising
Female,74,60,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,One Year,Bank Withdrawal,101.4,0.0,0,2935.2,9111.8,Stayed,mising,mising
Female,62,10,mising,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,100.25,0.0,0,244.8,1309.45,Churned,Price,Price too high
Male,57,3,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,101.55,0.0,0,65.58,363.93,Churned,Dissatisfaction,Network reliability
Male,31,32,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,80.35,0.0,0,47.68,2643.83,Churned,Competitor,Competitor had better devices
Male,27,35,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,95.5,0.0,0,1596.7,5014.9,Stayed,mising,mising
Male,72,72,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Bank Withdrawal,111.65,0.0,110,1218.24,9351.09,Stayed,mising,mising
Male,20,48,Offer B,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,Yes,One Year,Credit Card,55.8,0.0,0,1838.4,4489.6,Stayed,mising,mising
Female,78,32,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Month-to-Month,Credit Card,85.95,0.0,0,1566.4,4195.0,Churned,Price,Extra data charges
Female,40,53,mising,No,mising,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,48.7,0.0,0,0.0,2495.2,Stayed,mising,mising
Female,42,7,mising,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,62.8,0.0,0,58.03,476.33,Stayed,mising,mising
Male,51,46,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,19.95,0.0,0,617.32,1524.37,Stayed,mising,mising
Male,45,12,Offer D,No,mising,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,50.95,0.0,0,0.0,605.75,Stayed,mising,mising
Female,21,64,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,One Year,Bank Withdrawal,92.85,0.0,0,2398.08,8378.83,Stayed,mising,mising
Female,36,15,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,19.65,0.0,0,353.4,624.0,Stayed,mising,mising
Female,43,41,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,98.05,0.0,0,1196.79,5187.39,Stayed,mising,mising
Male,58,51,Offer B,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Bank Withdrawal,24.6,47.91,0,1752.36,2970.85,Stayed,mising,mising
Male,73,28,mising,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,One Year,Bank Withdrawal,51.0,0.0,80,131.88,1593.68,Stayed,mising,mising
Female,25,66,Offer A,No,mising,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Bank Withdrawal,61.35,0.0,130,0.0,4323.4,Stayed,mising,mising
Female,50,2,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,87.15,0.0,0,12.4,196.15,Churned,Other,Don't know
Male,62,43,mising,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,79.15,0.0,0,1766.44,5333.04,Stayed,mising,mising
Female,28,58,Offer B,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Credit Card,75.8,0.0,0,166.46,4582.21,Stayed,mising,mising
Male,25,66,Offer A,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,79.85,0.0,0,2310.66,7545.61,Stayed,mising,mising
Female,45,71,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,114.6,0.0,0,348.61,8448.86,Stayed,mising,mising
Male,26,31,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,25.75,0.0,0,217.93,973.53,Stayed,mising,mising
Male,55,71,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Bank Withdrawal,20.85,0.0,0,3182.22,4721.97,Stayed,mising,mising
Male,47,31,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Credit Card,90.55,0.0,0,695.02,3624.77,Stayed,mising,mising
Male,33,48,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Two Year,Bank Withdrawal,96.9,0.0,0,292.8,4766.25,Stayed,mising,mising
Male,79,72,Offer A,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Credit Card,73.45,0.0,0,810.72,6139.72,Stayed,mising,mising
Male,73,72,Offer A,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes,Two Year,Credit Card,77.35,0.0,0,2424.96,7821.21,Stayed,mising,mising
Male,67,54,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Credit Card,99.05,0.0,40,2077.92,7413.62,Stayed,mising,mising
Male,66,72,Offer A,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,25.1,0.0,0,170.64,1960.54,Stayed,mising,mising
Female,44,60,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,94.1,0.0,0,932.4,6408.3,Stayed,mising,mising
Female,65,65,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,107.45,0.0,0,1272.7,8320.2,Stayed,mising,mising
Male,35,34,Offer C,No,mising,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,44.85,0.0,0,0.0,1442.6,Stayed,mising,mising
Male,45,37,mising,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Two Year,Credit Card,61.45,48.79,110,1849.63,4213.19,Stayed,mising,mising
Male,43,4,Offer E,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,90.65,0.0,0,126.28,494.23,Stayed,mising,mising
Male,22,62,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Bank Withdrawal,105.5,0.0,150,914.5,7551.7,Stayed,mising,mising
Female,43,52,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,One Year,Credit Card,80.2,0.0,0,2230.8,6528.4,Stayed,mising,mising
Male,29,8,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,20.25,0.0,0,39.84,198.19,Stayed,mising,mising
Female,19,69,Offer A,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,19.4,0.0,0,1737.42,3083.62,Stayed,mising,mising
Male,60,12,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,89.55,0.0,0,400.32,1422.07,Stayed,mising,mising
Female,40,5,Offer E,No,mising,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,25.05,0.0,0,0.0,125.5,Stayed,mising,mising
Male,61,2,mising,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.95,0.0,0,52.1,230.2,Churned,Competitor,Competitor had better devices
Female,51,28,Offer C,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,56.05,0.0,110,1235.08,2867.73,Stayed,mising,mising
Male,42,58,Offer B,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,24.45,0.0,0,138.04,1651.64,Stayed,mising,mising
Male,38,1,Offer E,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,20.2,0.0,0,45.49,65.69,Churned,Competitor,Competitor made better offer
Male,67,9,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,Month-to-Month,Credit Card,84.4,0.0,0,277.2,1009.7,Churned,Attitude,Attitude of support person
Female,37,71,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Two Year,Bank Withdrawal,105.15,0.0,60,742.66,8357.66,Stayed,mising,mising
Male,32,72,mising,No,mising,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Bank Withdrawal,65.65,0.0,60,0.0,4724.5,Stayed,mising,mising
Male,61,13,mising,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,79.8,0.0,0,401.44,1374.89,Churned,Dissatisfaction,Service dissatisfaction
Male,44,51,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.65,0.0,0,1075.08,5887.83,Churned,Competitor,Competitor had better devices
Male,20,20,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,88.7,0.0,0,110.8,1872.25,Churned,Other,Don't know
Female,42,18,Offer D,Yes,No,Yes,DSL,No,No,Yes,No,No,No,Yes,Month-to-Month,Credit Card,50.3,0.0,0,647.28,1556.03,Stayed,mising,mising
Male,26,37,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,104.5,0.0,0,1432.64,5210.64,Stayed,mising,mising
Female,65,50,mising,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,83.4,0.0,0,2399.5,6513.2,Stayed,mising,mising
Female,38,21,Offer D,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,20.75,0.0,0,182.28,634.48,Stayed,mising,mising
Male,65,36,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,85.25,0.0,0,883.44,4016.19,Churned,Dissatisfaction,Product dissatisfaction
Male,24,69,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Bank Withdrawal,114.35,0.0,10,2619.93,10295.73,Stayed,mising,mising
Female,48,1,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.6,0.0,0,27.12,97.72,Churned,Competitor,Competitor made better offer
Male,35,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,One Year,Credit Card,104.45,0.0,130,1259.28,8848.28,Stayed,mising,mising
Female,26,71,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,91.05,0.0,0,674.5,6968.25,Stayed,mising,mising
Female,47,1,Offer E,No,mising,Yes,Cable,No,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,35.75,0.0,0,0.0,35.75,Churned,Price,Price too high
Female,44,5,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Mailed Check,93.9,0.0,0,232.25,719.1,Churned,Other,Don't know
Male,51,34,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,106.35,0.0,0,737.46,4286.71,Churned,Competitor,Competitor offered higher download speeds
Female,22,38,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,20.05,0.0,0,1544.32,2222.52,Stayed,mising,mising
Male,39,22,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,95.1,0.0,0,245.3,2407.9,Stayed,mising,mising
Male,45,45,mising,Yes,No,Yes,DSL,Yes,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,50.9,0.0,0,872.55,3171.1,Stayed,mising,mising
Female,75,8,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,84.0,0.0,0,368.4,981.8,Churned,Dissatisfaction,Limited range of services
Female,49,15,Offer D,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Mailed Check,19.8,18.55,0,261.45,515.85,Stayed,mising,mising
Male,69,52,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,104.2,0.0,0,1955.2,7523.55,Churned,Competitor,Competitor offered higher download speeds
Female,65,66,Offer A,No,mising,Yes,Cable,No,Yes,No,Yes,No,No,Yes,One Year,Bank Withdrawal,45.55,0.0,0,0.0,3027.25,Stayed,mising,mising
Female,72,66,Offer A,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Yes,One Year,Credit Card,-8.0,0.0,0,2407.68,6582.03,Stayed,mising,mising
Male,71,32,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,80.3,0.0,0,66.56,2549.61,Churned,Dissatisfaction,Service dissatisfaction
Female,50,12,mising,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,45.05,0.0,0,374.64,897.74,Stayed,mising,mising
Female,54,32,Offer C,Yes,No,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,76.3,0.0,0,1037.76,3441.91,Stayed,mising,mising
Male,40,1,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,79.6,0.0,0,19.32,98.92,Churned,Attitude,Attitude of support person
Female,26,60,mising,Yes,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,80.6,0.0,0,840.0,5786.7,Stayed,mising,mising
Male,27,37,mising,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,98.8,0.0,0,1136.64,4612.19,Churned,Competitor,Competitor made better offer
Male,37,9,Offer E,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,19.7,0.0,0,224.01,404.71,Stayed,mising,mising
Male,39,67,Offer A,No,mising,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Credit Card,50.9,0.0,0,0.0,3281.65,Stayed,mising,mising
Male,76,65,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,One Year,Bank Withdrawal,70.95,7.43,0,1864.2,6411.97,Stayed,mising,mising
Male,58,5,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.65,0.0,0,164.05,547.7,Stayed,mising,mising
Male,43,16,mising,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,55.3,0.0,0,92.64,967.99,Stayed,mising,mising
Male,39,5,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,51.35,0.0,0,85.8,348.1,Stayed,mising,mising
Female,21,8,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,74.6,0.0,0,10.24,559.14,Stayed,mising,mising
Female,30,71,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,24.55,0.0,0,188.86,1908.01,Stayed,mising,mising
Male,34,57,mising,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Two Year,Credit Card,90.45,0.0,70,1753.89,7053.69,Stayed,mising,mising
Female,65,4,mising,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,99.8,0.0,0,50.72,493.57,Churned,Competitor,Competitor had better devices
Male,65,30,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Mailed Check,77.9,0.0,0,85.8,2437.25,Stayed,mising,mising
Male,32,1,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,101.45,0.0,0,10.38,111.83,Churned,Price,Extra data charges
Female,36,25,mising,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,89.15,0.0,0,616.0,2873.75,Churned,Competitor,Competitor made better offer
Female,42,32,mising,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,54.2,0.0,0,1024.64,2764.24,Stayed,mising,mising
Male,36,10,Offer D,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Month-to-Month,Credit Card,59.65,0.0,90,14.8,743.75,Stayed,mising,mising
Female,52,12,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,89.15,0.0,70,416.76,1544.31,Stayed,mising,mising
Female,53,14,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Mailed Check,86.0,0.0,0,668.08,1832.13,Stayed,mising,mising
Female,20,19,mising,Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,59.8,0.0,0,157.7,1288.55,Stayed,mising,mising
Male,65,41,Offer B,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Bank Withdrawal,94.55,0.0,40,1904.86,5796.31,Stayed,mising,mising
Male,69,69,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,108.4,0.0,0,3372.72,10690.92,Churned,Attitude,Attitude of service provider
Male,48,69,Offer A,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,105.2,0.0,0,3075.33,10461.38,Stayed,mising,mising
Female,49,33,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Bank Withdrawal,24.25,0.0,0,329.01,1167.51,Stayed,mising,mising
Male,44,12,Offer D,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,19.7,0.0,0,56.52,314.87,Stayed,mising,mising
Male,53,3,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,91.85,0.0,0,131.16,388.21,Churned,Attitude,Attitude of service provider
Male,61,11,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Month-to-Month,Bank Withdrawal,79.5,0.0,50,146.63,1065.13,Churned,Competitor,Competitor made better offer
Female,49,58,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,One Year,Bank Withdrawal,94.3,5.55,150,1240.04,6994.64,Stayed,mising,mising
Female,64,22,Offer D,Yes,No,Yes,Cable,Yes,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,49.8,0.0,0,693.66,1742.71,Stayed,mising,mising
Male,63,62,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,One Year,Bank Withdrawal,102.0,0.0,110,500.96,7140.21,Churned,Price,Price too high
Female,35,7,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,81.1,0.0,0,81.06,657.71,Churned,Competitor,Competitor made better offer
Female,74,61,Offer B,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Yes,One Year,Bank Withdrawal,65.2,0.0,0,2397.91,6362.96,Stayed,mising,mising
Male,53,27,mising,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Credit Card,53.45,0.0,0,407.43,1868.88,Stayed,mising,mising
Female,22,53,Offer B,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Mailed Check,100.3,0.0,0,441.49,5642.29,Stayed,mising,mising
Female,49,19,Offer D,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Credit Card,75.9,0.0,0,152.38,1527.98,Stayed,mising,mising
Male,34,19,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,103.3,0.0,0,532.76,2545.46,Churned,Price,Lack of affordable download/upload speed
